x0000,y0000
0.9803921569,0.
2.9411764706,36.
4.9019607843,106.
6.8627450980,220.
8.8235294118,236.
10.7843137255,251.
12.7450980392,281.
14.7058823529,309.
16.6666666667,343.
18.6274509804,332.
20.5882352941,349.
22.5490196078,393.
24.5098039216,341.
26.4705882353,344.
28.4313725490,390.
30.3921568627,396.
32.3529411765,406.
34.3137254902,406.
36.2745098039,402.
38.2352941176,398.
40.1960784314,357.
42.1568627451,378.
44.1176470588,328.
46.0784313725,356.
48.0392156863,343.
50.,315.
51.9607843137,319.
53.9215686275,333.
55.8823529412,291.
57.8431372549,301.
59.8039215686,275.
61.7647058824,269.
63.7254901961,245.
65.6862745098,255.
67.6470588235,208.
69.6078431373,232.
71.568627451,199.
73.5294117647,213.
75.4901960784,170.
77.4509803922,214.
79.4117647059,163.
81.3725490196,182.
83.3333333333,161.
85.2941176471,164.
87.2549019608,163.
89.2156862745,139.
91.1764705882,151.
93.137254902,136.
95.0980392157,136.
97.0588235294,133.
99.0196078431,119.
100.9803921569,103.
102.9411764706,134.
104.9019607843,94.
106.8627450980,126.
108.8235294118,126.
110.7843137255,134.
112.7450980392,124.
114.7058823529,97.
116.6666666667,99.
118.6274509804,97.
120.5882352941,110.
122.5490196078,113.
124.5098039216,135.
126.4705882353,120.
128.4313725490,123.
130.3921568627,154.
132.3529411765,138.
134.3137254902,154.
136.2745098039,155.
138.2352941176,201.
140.1960784314,224.
142.1568627451,243.
144.1176470588,282.
146.0784313725,337.
148.0392156863,381.
150.,516.
151.9607843137,685.
153.9215686275,781.
155.8823529412,702.
157.8431372549,588.
159.8039215686,432.
161.7647058824,285.
163.7254901961,174.
165.6862745098,132.
167.6470588235,145.
169.6078431373,122.
171.568627451,105.
173.5294117647,105.
175.4901960784,74.
177.4509803922,71.
179.4117647059,63.
181.3725490196,86.
183.3333333333,59.
185.2941176471,49.
187.2549019608,53.
189.2156862745,54.
191.1764705882,52.
193.137254902,50.
195.0980392157,47.
197.0588235294,27.
199.0196078431,32.
200.9803921569,23.
202.9411764706,21.
204.9019607843,27.
206.8627450980,24.
208.8235294118,26.
210.7843137255,20.
212.7450980392,23.
214.7058823529,15.
216.6666666667,18.
218.6274509804,17.
220.5882352941,12.
222.5490196078,21.
224.5098039216,11.
226.4705882353,13.
228.4313725490,12.
230.3921568627,13.
232.3529411765,11.
234.3137254902,7.
236.2745098039,14.
238.2352941176,13.
240.1960784314,15.
242.1568627451,11.
244.1176470588,18.
246.0784313725,12.
248.0392156863,13.
250.,13.
251.9607843137,7.
253.9215686275,5.
255.8823529412,11.
257.8431372549,8.
259.8039215686,12.
261.7647058824,13.
263.7254901961,5.
265.6862745098,4.
267.6470588235,13.
269.6078431373,8.
271.568627451,6.
273.5294117647,8.
275.4901960784,11.
277.4509803922,9.
279.4117647059,7.
281.3725490196,4.
283.3333333333,6.
285.2941176471,8.
287.2549019608,2.
289.2156862745,3.
291.1764705882,6.
293.137254902,7.
295.0980392157,4.
297.0588235294,3.
299.0196078431,9.
300.9803921569,6.
302.9411764706,4.
304.9019607843,5.
306.8627450980,2.
308.8235294118,5.
310.7843137255,1.
312.7450980392,7.
314.7058823529,2.
316.6666666667,1.
318.6274509804,2.
320.5882352941,3.
322.5490196078,3.
324.5098039216,1.
326.4705882353,1.
328.4313725490,1.
330.3921568627,2.
332.3529411765,0.
334.3137254902,2.
336.2745098039,1.
338.2352941176,0.
340.1960784314,0.
342.1568627451,0.
344.1176470588,1.
346.0784313725,1.
348.0392156863,0.
350.,0.
351.9607843137,1.
353.9215686275,2.
355.8823529412,0.
357.8431372549,1.
359.8039215686,0.
361.7647058824,1.
363.7254901961,0.
365.6862745098,0.
367.6470588235,0.
369.6078431373,1.
371.568627451,1.
373.5294117647,0.
375.4901960784,0.
377.4509803922,0.
379.4117647059,1.
381.3725490196,1.
383.3333333333,0.
385.2941176471,0.
387.2549019608,0.
389.2156862745,0.
391.1764705882,0.
393.137254902,1.
395.0980392157,0.
397.0588235294,0.
399.0196078431,0.
400.9803921569,0.
402.9411764706,0.
404.9019607843,0.
406.8627450980,0.
408.8235294118,0.
410.7843137255,0.
412.7450980392,1.
414.7058823529,0.
416.6666666667,0.
418.6274509804,0.
420.5882352941,0.
422.5490196078,0.
424.5098039216,0.
426.4705882353,0.
428.4313725490,0.
430.3921568627,0.
432.3529411765,0.
434.3137254902,0.
436.2745098039,0.
438.2352941176,0.
440.1960784314,0.
442.1568627451,0.
444.1176470588,1.
446.0784313725,0.
448.0392156863,0.
450.,1.
451.9607843137,0.
453.9215686275,0.
455.8823529412,0.
457.8431372549,0.
459.8039215686,0.
461.7647058824,0.
463.7254901961,0.
465.6862745098,0.
467.6470588235,0.
469.6078431373,0.
471.568627451,0.
473.5294117647,0.
475.4901960784,0.
477.4509803922,1.
479.4117647059,0.
481.3725490196,0.
483.3333333333,1.
485.2941176471,0.
487.2549019608,2.
489.2156862745,1.
491.1764705882,0.
493.137254902,0.
495.0980392157,0.
497.0588235294,9.
499.0196078431,5.
