x0000,y0000
3.9215686275,84.
11.7647058824,1402.
19.6078431373,2734.
27.4509803922,2880.
35.2941176471,2240.
43.137254902,1667.
50.9803921569,1087.
58.8235294118,771.
66.6666666667,560.
74.5098039216,380.
82.3529411765,274.
90.1960784314,177.
98.0392156863,142.
105.8823529412,135.
113.7254901961,121.
121.568627451,122.
129.4117647059,136.
137.2549019608,186.
145.0980392157,316.
152.9411764706,503.
160.7843137255,831.
168.6274509804,1387.
176.4705882353,2277.
184.3137254902,2162.
192.1568627451,1248.
200.,580.
207.8431372549,262.
215.6862745098,119.
223.5294117647,79.
231.3725490196,46.
239.2156862745,30.
247.0588235294,31.
254.9019607843,18.
262.7450980392,17.
270.5882352941,26.
278.4313725490,24.
286.2745098039,31.
294.1176470588,30.
301.9607843137,32.
309.8039215686,17.
317.6470588235,28.
325.4901960784,15.
333.3333333333,27.
341.1764705882,15.
349.0196078431,17.
356.8627450980,9.
364.7058823529,5.
372.5490196078,7.
380.3921568627,2.
388.2352941176,0.
396.0784313725,0.
403.9215686275,0.
411.7647058824,0.
419.6078431373,0.
427.4509803922,0.
435.2941176471,0.
443.137254902,0.
450.9803921569,1.
458.8235294118,0.
466.6666666667,0.
474.5098039216,0.
482.3529411765,0.
490.1960784314,0.
498.0392156863,0.
505.8823529412,0.
513.7254901961,0.
521.568627451,0.
529.4117647059,0.
537.2549019608,0.
545.0980392157,0.
552.9411764706,0.
560.7843137255,0.
568.6274509804,0.
576.4705882353,0.
584.3137254902,0.
592.1568627451,0.
600.,0.
607.8431372549,0.
615.6862745098,0.
623.5294117647,0.
631.3725490196,0.
639.2156862745,0.
647.0588235294,0.
654.9019607843,0.
662.7450980392,0.
670.5882352941,0.
678.4313725490,0.
686.2745098039,0.
694.1176470588,0.
701.9607843137,0.
709.8039215686,0.
717.6470588235,0.
725.4901960784,0.
733.3333333333,0.
741.1764705882,0.
749.0196078431,0.
756.8627450980,0.
764.7058823529,0.
772.5490196078,0.
780.3921568627,0.
788.2352941176,0.
796.0784313725,0.
803.9215686275,0.
811.7647058824,0.
819.6078431373,0.
827.4509803922,0.
835.2941176471,0.
843.137254902,0.
850.9803921569,0.
858.8235294118,0.
866.6666666667,0.
874.5098039216,0.
882.3529411765,0.
890.1960784314,0.
898.0392156863,0.
905.8823529412,0.
913.7254901961,0.
921.568627451,0.
929.4117647059,1.
937.2549019608,0.
945.0980392157,0.
952.9411764706,0.
960.7843137255,0.
968.6274509804,0.
976.4705882353,0.
984.3137254902,0.
992.1568627451,0.
1000.,0.
1007.8431372549,0.
1015.6862745098,0.
1023.5294117647,1.
1031.3725490196,0.
1039.2156862745,0.
1047.0588235294,0.
1054.9019607843,0.
1062.7450980392,0.
1070.5882352941,0.
1078.4313725490,0.
1086.2745098039,0.
1094.1176470588,0.
1101.9607843137,0.
1109.8039215686,0.
1117.6470588235,0.
1125.4901960784,0.
1133.3333333333,0.
1141.1764705882,0.
1149.0196078431,0.
1156.8627450980,0.
1164.7058823529,0.
1172.5490196078,0.
1180.3921568627,0.
1188.2352941176,0.
1196.0784313725,0.
1203.9215686275,0.
1211.7647058824,0.
1219.6078431373,0.
1227.4509803922,0.
1235.2941176471,0.
1243.137254902,0.
1250.9803921569,0.
1258.8235294118,0.
1266.6666666667,0.
1274.5098039216,0.
1282.3529411765,0.
1290.1960784314,0.
1298.0392156863,0.
1305.8823529412,0.
1313.7254901961,0.
1321.568627451,0.
1329.4117647059,0.
1337.2549019608,0.
1345.0980392157,0.
1352.9411764706,0.
1360.7843137255,0.
1368.6274509804,0.
1376.4705882353,0.
1384.3137254902,0.
1392.1568627451,0.
1400.,0.
1407.8431372549,0.
1415.6862745098,0.
1423.5294117647,0.
1431.3725490196,0.
1439.2156862745,0.
1447.0588235294,0.
1454.9019607843,0.
1462.7450980392,0.
1470.5882352941,0.
1478.4313725490,0.
1486.2745098039,0.
1494.1176470588,0.
1501.9607843137,0.
1509.8039215686,0.
1517.6470588235,0.
1525.4901960784,0.
1533.3333333333,0.
1541.1764705882,0.
1549.0196078431,0.
1556.8627450980,0.
1564.7058823529,0.
1572.5490196078,0.
1580.3921568627,0.
1588.2352941176,0.
1596.0784313725,0.
1603.9215686275,0.
1611.7647058824,0.
1619.6078431373,0.
1627.4509803922,0.
1635.2941176471,0.
1643.137254902,0.
1650.9803921569,0.
1658.8235294118,0.
1666.6666666667,0.
1674.5098039216,0.
1682.3529411765,0.
1690.1960784314,0.
1698.0392156863,0.
1705.8823529412,0.
1713.7254901961,0.
1721.568627451,0.
1729.4117647059,0.
1737.2549019608,0.
1745.0980392157,0.
1752.9411764706,0.
1760.7843137255,0.
1768.6274509804,0.
1776.4705882353,0.
1784.3137254902,0.
1792.1568627451,0.
1800.,0.
1807.8431372549,0.
1815.6862745098,0.
1823.5294117647,0.
1831.3725490196,0.
1839.2156862745,0.
1847.0588235294,0.
1854.9019607843,0.
1862.7450980392,0.
1870.5882352941,0.
1878.4313725490,0.
1886.2745098039,0.
1894.1176470588,0.
1901.9607843137,0.
1909.8039215686,0.
1917.6470588235,0.
1925.4901960784,0.
1933.3333333333,0.
1941.1764705882,0.
1949.0196078431,0.
1956.8627450980,0.
1964.7058823529,0.
1972.5490196078,0.
1980.3921568627,0.
1988.2352941176,0.
1996.0784313725,0.
